year,month,country,category,final_action_date,filing_date
2018,10,Rest-of-World,F1,2011-06-01,2012-03-08
2018,10,Rest-of-World,F2A,2016-08-22,2017-12-01
2018,10,Rest-of-World,F2B,2011-11-22,2014-03-22
2018,10,Rest-of-World,F3,2006-06-15,2007-01-08
2018,10,Rest-of-World,F4,2005-02-15,2005-06-01
2018,10,Rest-of-World,EB1,2017-04-01,2018-06-01
2018,10,Rest-of-World,EB2,2018-10-01,2018-10-01
2018,10,Rest-of-World,EB3,2018-10-01,2018-10-01
2018,10,Rest-of-World,EB-Other,2018-10-01,2018-10-01
2018,10,Rest-of-World,EB4,2018-10-01,2018-10-01
2018,10,Rest-of-World,EB-Religious,,2018-10-01
2018,10,Rest-of-World,EB5-Non-Regional-Center,2018-10-01,2018-10-01
2018,10,Rest-of-World,EB5-Regional-Center,,2018-10-01
2018,10,China,F1,2011-06-01,2012-03-08
2018,10,China,F2A,2016-08-22,2017-12-01
2018,10,China,F2B,2011-11-22,2014-03-22
2018,10,China,F3,2006-06-15,2007-01-08
2018,10,China,F4,2005-02-15,2005-06-01
2018,10,China,EB1,2016-06-01,2017-10-01
2018,10,China,EB2,2015-04-01,2015-06-15
2018,10,China,EB3,2015-06-01,2015-08-08
2018,10,China,EB-Other,2007-05-01,2008-06-01
2018,10,China,EB4,2018-10-01,2018-10-01
2018,10,China,EB-Religious,,2018-10-01
2018,10,China,EB5-Non-Regional-Center,2014-08-15,2014-10-01
2018,10,China,EB5-Regional-Center,,2014-10-01
2018,10,India,F1,2011-06-01,2012-03-08
2018,10,India,F2A,2016-08-22,2017-12-01
2018,10,India,F2B,2011-11-22,2014-03-22
2018,10,India,F3,2006-06-15,2007-01-08
2018,10,India,F4,2004-05-01,2005-01-01
2018,10,India,EB1,2016-06-01,2017-10-01
2018,10,India,EB2,2009-03-26,2009-05-22
2018,10,India,EB3,2009-01-01,2009-10-01
2018,10,India,EB-Other,2009-01-01,2009-10-01
2018,10,India,EB4,2018-10-01,2018-10-01
2018,10,India,EB-Religious,,2018-10-01
2018,10,India,EB5-Non-Regional-Center,2018-10-01,2018-10-01
2018,10,India,EB5-Regional-Center,,2018-10-01
2018,10,Mexico,F1,1997-08-01,1998-10-08
2018,10,Mexico,F2A,2016-08-01,2017-12-01
2018,10,Mexico,F2B,1997-05-15,1997-06-22
2018,10,Mexico,F3,1995-12-22,1998-12-22
2018,10,Mexico,F4,1998-01-22,1998-06-22
2018,10,Mexico,EB1,2017-04-01,2018-06-01
2018,10,Mexico,EB2,2018-10-01,2018-10-01
2018,10,Mexico,EB3,2018-10-01,2018-10-01
2018,10,Mexico,EB-Other,2018-10-01,2018-10-01
2018,10,Mexico,EB4,2016-10-22,2018-10-01
2018,10,Mexico,EB-Religious,,2018-10-01
2018,10,Mexico,EB5-Non-Regional-Center,2018-10-01,2018-10-01
2018,10,Mexico,EB5-Regional-Center,,2018-10-01
2018,10,Philippines,F1,2006-12-22,2008-02-15
2018,10,Philippines,F2A,2016-08-22,2017-12-01
2018,10,Philippines,F2B,2007-05-15,2007-12-15
2018,10,Philippines,F3,1995-06-08,1997-06-01
2018,10,Philippines,F4,1995-06-08,1996-04-08
2018,10,Philippines,EB1,2017-04-01,2018-06-01
2018,10,Philippines,EB2,2018-10-01,2018-10-01
2018,10,Philippines,EB3,2017-06-01,2017-07-01
2018,10,Philippines,EB-Other,2017-06-01,2017-07-01
2018,10,Philippines,EB4,2018-10-01,2018-10-01
2018,10,Philippines,EB-Religious,,2018-10-01
2018,10,Philippines,EB5-Non-Regional-Center,2018-10-01,2018-10-01
2018,10,Philippines,EB5-Regional-Center,,2018-10-01
2018,10,El Salvador/Guatemala/Honduras,EB1,2017-04-01,2018-06-01
2018,10,El Salvador/Guatemala/Honduras,EB2,2018-10-01,2018-10-01
2018,10,El Salvador/Guatemala/Honduras,EB3,2018-10-01,2018-10-01
2018,10,El Salvador/Guatemala/Honduras,EB-Other,2018-10-01,2018-10-01
2018,10,El Salvador/Guatemala/Honduras,EB4,2016-02-15,2016-05-01
2018,10,El Salvador/Guatemala/Honduras,EB-Religious,,2016-05-01
2018,10,El Salvador/Guatemala/Honduras,EB5-Non-Regional-Center,2018-10-01,2018-10-01
2018,10,El Salvador/Guatemala/Honduras,EB5-Regional-Center,,2018-10-01
2018,10,Vietnam,EB1,2017-04-01,
2018,10,Vietnam,EB2,2018-10-01,
2018,10,Vietnam,EB3,2018-10-01,
2018,10,Vietnam,EB-Other,2018-10-01,
2018,10,Vietnam,EB4,2018-10-01,
2018,10,Vietnam,EB-Religious,,
2018,10,Vietnam,EB5-Non-Regional-Center,2016-01-01,
2018,10,Vietnam,EB5-Regional-Center,,
